symbol,entry_date,entry_price,exit_date,exit_price,reason,return_pct,pnl_vnd
VIX,2025-04-08,10900.0,2025-05-07,11570.0,REDUCE,6.1468,4020.0
VND,2025-04-11,13450.0,2025-05-07,14110.0,REDUCE,4.9071,10560.0
VIX,2025-04-08,10900.0,2025-05-08,11810.0,REDUCE,8.3486,2730.0
VND,2025-04-11,13450.0,2025-05-08,14400.0,REDUCE,7.0632,7600.0
VIX,2025-04-08,10900.0,2025-05-09,11860.0,REDUCE,8.8073,960.0
VND,2025-04-11,13450.0,2025-05-09,14440.0,REDUCE,7.3606,3960.0
VCI,2025-04-11,34950.0,2025-06-16,35380.0,SELL,1.2303,430.0
VNM,2025-08-22,56700.0,2025-08-25,56070.0,REDUCE,-1.1111,-16380.0
VNM,2025-08-22,56700.0,2025-08-26,57020.0,REDUCE,0.5644,4160.0
VNM,2025-08-22,56700.0,2025-08-27,57790.0,REDUCE,1.9224,6540.0
VNM,2025-08-22,56700.0,2025-08-28,58270.0,REDUCE,2.769,4710.0
VNM,2025-08-22,56700.0,2025-08-29,57600.0,REDUCE,1.5873,1800.0
VND,2025-04-11,13450.0,2025-09-22,22150.0,REDUCE,64.684,17400.0
VCI,2025-07-14,36800.0,2025-09-22,40900.0,REDUCE,11.1413,114800.0
VND,2025-04-11,13450.0,2025-09-23,22250.0,REDUCE,65.4275,8800.0
VCI,2025-07-14,36800.0,2025-09-23,41300.0,REDUCE,12.2283,63000.0
VND,2025-04-11,13450.0,2025-09-24,23100.0,REDUCE,71.7472,9650.0
VCI,2025-07-14,36800.0,2025-09-24,43020.0,REDUCE,16.9022,43540.0
VCI,2025-07-14,36800.0,2025-09-25,43320.0,REDUCE,17.7174,19560.0
VCI,2025-07-14,36800.0,2025-09-26,42380.0,REDUCE,15.163,11160.0
VNM,2025-08-22,56700.0,2025-09-29,57600.0,REDUCE,1.5873,900.0
VCI,2025-07-14,36800.0,2025-09-29,42870.0,REDUCE,16.4946,6070.0
HPG,2025-10-16,28050.0,2025-10-20,26050.0,REDUCE,-7.1301,-64000.0
HPG,2025-10-16,28050.0,2025-10-21,26800.0,REDUCE,-4.4563,-20000.0
HPG,2025-10-16,28050.0,2025-10-22,26700.0,REDUCE,-4.8128,-10800.0
HPG,2025-10-16,28050.0,2025-10-23,26500.0,REDUCE,-5.5258,-6200.0
HPG,2025-10-16,28050.0,2025-10-24,26400.0,REDUCE,-5.8824,-3300.0
HPG,2025-10-16,28050.0,2025-10-27,26250.0,REDUCE,-6.4171,-1800.0
MSN,2025-10-20,84500.0,2025-10-27,78500.0,REDUCE,-7.1006,-60000.0
VIX,2025-04-08,10900.0,2025-10-27,31000.0,REDUCE,184.4037,20100.0
VCI,2025-07-14,36800.0,2025-10-27,36860.0,SELL,0.163,60.0
MSN,2025-10-20,84500.0,2025-10-28,79000.0,REDUCE,-6.5089,-27500.0
MSN,2025-10-20,84500.0,2025-10-29,79200.0,REDUCE,-6.2722,-10600.0
MSN,2025-10-20,84500.0,2025-10-30,79300.0,REDUCE,-6.1538,-5200.0
MSN,2025-10-20,84500.0,2025-10-31,79600.0,REDUCE,-5.7988,-4900.0
VHM,2025-10-20,108300.0,2025-11-03,98500.0,REDUCE,-9.0489,-58800.0
VHM,2025-10-20,108300.0,2025-11-04,100200.0,REDUCE,-7.4792,-24300.0
VHM,2025-10-20,108300.0,2025-11-05,99600.0,REDUCE,-8.0332,-8700.0
VHM,2025-10-20,108300.0,2025-11-06,98900.0,REDUCE,-8.6796,-9400.0
MWG,2025-06-16,62000.0,2025-11-10,76800.0,REDUCE,23.871,222000.0
TCB,2025-02-03,23800.0,2025-11-10,33400.0,SELL,40.3361,9600.0
STB,2025-02-17,38150.0,2025-11-10,48500.0,SELL,27.1298,10350.0
VND,2025-04-11,13450.0,2025-11-10,19050.0,SELL,41.6357,5600.0
MWG,2025-06-16,62000.0,2025-11-11,78000.0,REDUCE,25.8065,112000.0
MWG,2025-06-16,62000.0,2025-11-12,80500.0,REDUCE,29.8387,74000.0
MWG,2025-06-16,62000.0,2025-11-13,80100.0,REDUCE,29.1935,36200.0
MWG,2025-06-16,62000.0,2025-11-14,81400.0,REDUCE,31.2903,19400.0
VIX,2025-04-08,10900.0,2025-11-24,23550.0,SELL,116.055,12650.0
CTG,2025-12-08,34300.0,2025-12-15,34360.0,REDUCE,0.1749,1800.0
HPG,2025-10-16,28050.0,2025-12-15,26250.0,SELL,-6.4171,-1800.0
VPB,2025-12-11,28150.0,2025-12-15,27500.0,SELL,-2.3091,-37050.0
MSN,2025-10-20,84500.0,2025-12-15,73500.0,SELL,-13.0178,-11000.0
CTG,2025-12-08,34300.0,2025-12-16,35260.0,REDUCE,2.7988,14400.0
CTG,2025-12-08,34300.0,2025-12-17,34700.0,REDUCE,1.1662,2800.0
CTG,2025-12-08,34300.0,2025-12-18,34350.0,REDUCE,0.1458,200.0
CTG,2025-12-08,34300.0,2025-12-19,34450.0,REDUCE,0.4373,300.0
VRE,2026-01-12,34000.0,2026-01-19,32000.0,REDUCE,-5.8824,-30000.0
VRE,2026-01-12,34000.0,2026-01-20,31150.0,REDUCE,-8.3824,-19950.0
VRE,2026-01-12,34000.0,2026-01-21,31250.0,REDUCE,-8.0882,-11000.0
VRE,2026-01-12,34000.0,2026-01-22,31850.0,REDUCE,-6.3235,-4300.0
VRE,2026-01-12,34000.0,2026-01-23,32400.0,REDUCE,-4.7059,-1600.0
VRE,2026-01-12,34000.0,2026-02-02,28100.0,SELL,-17.3529,-5900.0
VHM,2025-10-20,108300.0,2026-02-09,95000.0,SELL,-12.2807,-13300.0
