date,total_value,cash,open_positions_value
2025-03-03,20160830.0,14031800.0,6129030.0
2025-03-04,20129630.0,14031800.0,6097830.0
2025-03-05,20095880.0,14031800.0,6064080.0
2025-03-06,20156270.0,14031800.0,6124470.0
2025-03-07,20217950.0,14031800.0,6186150.0
2025-03-10,20282090.0,11002700.0,9279390.0
2025-03-11,20305040.0,11002700.0,9302340.0
2025-03-12,20341070.0,11002700.0,9338370.0
2025-03-13,20249720.0,11002700.0,9247020.0
2025-03-14,20244572.0,11002700.0,9241872.0
2025-03-17,20363750.0,11002700.0,9361050.0
2025-03-18,20322920.0,11002700.0,9320220.0
2025-03-19,20258330.0,11002700.0,9255630.0
2025-03-20,20266100.0,11002700.0,9263400.0
2025-03-21,20211092.0,11002700.0,9208392.0
2025-03-24,20264120.0,11002700.0,9261420.0
2025-03-25,20249570.0,11002700.0,9246870.0
2025-03-26,20252912.0,11002700.0,9250212.0
2025-03-27,20197400.0,8099100.0,12098300.0
2025-03-28,20145840.0,8099100.0,12046740.0
2025-03-31,20040830.0,8099100.0,11941730.0
2025-04-01,20127660.0,8099100.0,12028560.0
