symbol,entry_date,entry_price,exit_date,exit_price,reason,return_pct,pnl_vnd
VNM,2024-10-04,63272.035,2024-11-11,59265.78,SL,-6.3318,-60093.83
MWG,2024-09-06,65986.305,2024-11-15,59397.68,SL,-9.9848,-98829.38
