date,total_value,cash,open_positions_value
2025-05-01,20000000.0,20000000.0,0
2025-05-02,20000000.0,20000000.0,0
2025-05-05,20000000.0,20000000.0,0
2025-05-06,20000000.0,20000000.0,0
2025-05-07,20000000.0,20000000.0,0
2025-05-08,20000000.0,20000000.0,0
2025-05-09,20000000.0,20000000.0,0
2025-05-12,20000000.0,20000000.0,0
2025-05-13,20000000.0,20000000.0,0
2025-05-14,20000000.0,20000000.0,0
2025-05-15,20000000.0,20000000.0,0
2025-05-16,20000000.0,20000000.0,0
2025-05-19,20000000.0,20000000.0,0
2025-05-20,20000000.0,20000000.0,0
2025-05-21,20000000.0,20000000.0,0
2025-05-22,20000000.0,20000000.0,0
2025-05-23,20000000.0,20000000.0,0
2025-05-26,20000000.0,20000000.0,0
2025-05-27,20000000.0,20000000.0,0
2025-05-28,20000000.0,20000000.0,0
2025-05-29,20000000.0,20000000.0,0
2025-05-30,20000000.0,20000000.0,0
2025-06-02,20000000.0,20000000.0,0
2025-06-03,20000000.0,20000000.0,0
2025-06-04,20000000.0,20000000.0,0
2025-06-05,20000000.0,20000000.0,0
2025-06-06,20000000.0,20000000.0,0
2025-06-09,20000000.0,20000000.0,0
2025-06-10,20000000.0,20000000.0,0
2025-06-11,20000000.0,20000000.0,0
2025-06-12,20000000.0,20000000.0,0
2025-06-13,20000000.0,20000000.0,0
2025-06-16,20000000.0,20000000.0,0
2025-06-17,20000000.0,20000000.0,0
2025-06-18,20000000.0,20000000.0,0
2025-06-19,20000000.0,20000000.0,0
2025-06-20,20000000.0,20000000.0,0
2025-06-23,20000000.0,20000000.0,0
2025-06-24,20000000.0,20000000.0,0
2025-06-25,20000000.0,20000000.0,0
2025-06-26,20000000.0,20000000.0,0
2025-06-27,20000000.0,20000000.0,0
2025-06-30,20000000.0,20000000.0,0
2025-07-01,20000000.0,20000000.0,0
2025-07-02,20000000.0,20000000.0,0
2025-07-03,20000000.0,20000000.0,0
2025-07-04,20000000.0,20000000.0,0
2025-07-07,20000000.0,20000000.0,0
2025-07-08,20000000.0,20000000.0,0
2025-07-09,20000000.0,20000000.0,0
2025-07-10,20000000.0,20000000.0,0
2025-07-11,20000000.0,20000000.0,0
2025-07-14,20000000.0,20000000.0,0
2025-07-15,20000000.0,20000000.0,0
2025-07-16,20000000.0,20000000.0,0
2025-07-17,20000000.0,20000000.0,0
2025-07-18,20000000.0,20000000.0,0
2025-07-21,20000000.0,20000000.0,0
2025-07-22,20000000.0,20000000.0,0
2025-07-23,20000000.0,20000000.0,0
2025-07-24,20000000.0,20000000.0,0
2025-07-25,20000000.0,20000000.0,0
2025-07-28,20000000.0,20000000.0,0
2025-07-29,20000000.0,20000000.0,0
2025-07-30,20000000.0,20000000.0,0
2025-07-31,20000000.0,20000000.0,0
2025-08-01,20000000.0,20000000.0,0
2025-08-04,20000000.0,20000000.0,0
2025-08-05,20000000.0,20000000.0,0
2025-08-06,20000000.0,20000000.0,0
2025-08-07,20000000.0,20000000.0,0
2025-08-08,20000000.0,20000000.0,0
2025-08-11,20000000.0,20000000.0,0
2025-08-12,20000000.0,20000000.0,0
2025-08-13,20000000.0,20000000.0,0
2025-08-14,20000000.0,20000000.0,0
2025-08-15,20000000.0,20000000.0,0
2025-08-18,20000000.0,20000000.0,0
2025-08-19,20000000.0,20000000.0,0
2025-08-20,20000000.0,20000000.0,0
2025-08-21,20000000.0,20000000.0,0
2025-08-22,19980618.75,18018168.75,1962450.0
2025-08-25,19980618.75,18018168.75,1962450.0
2025-08-26,20013868.75,18018168.75,1995700.0
2025-08-27,20040818.75,18018168.75,2022650.0
2025-08-28,20057618.75,18018168.75,2039450.0
2025-08-29,20034168.75,18018168.75,2016000.0
2025-09-01,20034168.75,18018168.75,2016000.0
2025-09-02,20034168.75,18018168.75,2016000.0
2025-09-03,20074068.75,18018168.75,2055900.0
2025-09-04,20084218.75,18018168.75,2066050.0
2025-09-05,20054118.75,18018168.75,2035950.0
2025-09-08,20043968.75,18018168.75,2025800.0
2025-09-09,20034168.75,18018168.75,2016000.0
2025-09-10,20017368.75,18018168.75,1999200.0
2025-09-11,20064268.75,18018168.75,2046100.0
2025-09-12,20131118.75,18018168.75,2112950.0
2025-09-15,20127618.75,18018168.75,2109450.0
2025-09-16,20181168.75,18018168.75,2163000.0
2025-09-17,20211268.75,20211268.75,0
2025-09-18,20211268.75,20211268.75,0
2025-09-19,20211268.75,20211268.75,0
2025-09-22,20211268.75,20211268.75,0
2025-09-23,20211268.75,20211268.75,0
2025-09-24,20211268.75,20211268.75,0
2025-09-25,20211268.75,20211268.75,0
2025-09-26,20211268.75,20211268.75,0
